bus_id,route_no,direction,stop_name,timepoint,arrival_time,departure_time,boarded,alighted,occupancy_after,dwell_time_s,headway_s,is_peak
171A_1028_R1,171,inbound,Koswatta,1,2025-10-28 06:59:00,2025-10-28 07:00:00,12,4,27,60,279,0
103H_1025_R1,103,inbound,Punchi Borella,0,2025-10-25 09:21:27,2025-10-25 09:22:06,10,2,48,39,524,0
171J_1029_R1,171,inbound,Technical Junction,0,2025-10-29 17:19:44,2025-10-29 17:20:19,5,5,69,35,299,1
144A_1028_R1,144,outbound,Rajagiriya,1,2025-10-28 18:08:01,2025-10-28 18:08:51,10,5,60,50,556,1
103F_1028_R2,103,outbound,Narahenpita,1,2025-10-28 13:00:32,2025-10-28 13:01:09,3,7,29,37,612,0
144G_1026_R2,144,inbound,Borella,0,2025-10-26 16:57:11,2025-10-26 16:58:19,13,7,40,68,541,1
171J_1027_R1,171,outbound,Battaramulla,0,2025-10-27 07:02:53,2025-10-27 07:03:36,5,9,44,43,548,1
171E_1028_R1,171,inbound,Technical Junction,0,2025-10-28 17:40:26,2025-10-28 17:41:32,11,8,78,66,271,1
144J_1029_R2,144,outbound,Borella,1,2025-10-29 17:30:59,2025-10-29 17:31:51,10,3,67,52,658,1
171H_1029_R1,171,inbound,Rajagiriya,0,2025-10-29 19:02:04,2025-10-29 19:03:18,15,5,63,74,331,0
171E_1031_R2,171,outbound,Maradana,0,2025-10-31 09:08:26,2025-10-31 09:09:36,17,4,81,70,559,0
144G_1026_R1,144,inbound,Punchi Borella,1,2025-10-26 19:22:39,2025-10-26 19:23:57,9,11,45,78,383,0
103F_1027_R1,103,inbound,Pettah,0,2025-10-27 17:43:08,2025-10-27 17:44:24,14,9,37,76,566,1
171C_1030_R2,171,inbound,Punchi Borella,0,2025-10-30 15:08:49,2025-10-30 15:09:33,6,5,57,44,490,0
144J_1025_R1,144,outbound,Punchi Borella,0,2025-10-25 10:33:39,2025-10-25 10:34:40,15,3,55,61,782,0
144G_1030_R1,144,inbound,Rajagiriya,1,2025-10-30 08:39:00,2025-10-30 08:39:48,7,6,7,48,471,1
103E_1030_R1,103,inbound,Punchi Borella,0,2025-10-30 06:46:41,2025-10-30 06:47:45,17,3,47,64,429,0
144H_1030_R1,144,inbound,Maradana,0,2025-10-30 07:25:32,2025-10-30 07:26:20,12,4,56,48,386,1
144B_1030_R1,144,inbound,Fort,1,2025-10-30 20:10:02,2025-10-30 20:10:50,8,3,47,48,457,0
171B_1031_R1,171,inbound,Welikada,0,2025-10-31 16:57:45,2025-10-31 16:58:40,11,2,50,55,494,1
144E_1027_R1,144,inbound,Rajagiriya,1,2025-10-27 08:58:00,2025-10-27 08:59:02,13,3,33,62,397,1
144F_1025_R2,144,inbound,Fort,1,2025-10-25 17:23:18,2025-10-25 17:24:16,5,11,55,58,501,1
103H_1027_R1,103,inbound,Borella,0,2025-10-27 20:09:30,2025-10-27 20:10:23,11,4,20,53,485,0
171B_1029_R1,171,inbound,Punchi Borella,0,2025-10-29 07:57:10,2025-10-29 07:57:45,4,6,72,35,378,1
103E_1029_R2,103,inbound,Pettah,0,2025-10-29 09:48:17,2025-10-29 09:49:10,7,6,34,53,482,0
171G_1026_R2,171,inbound,Borella,1,2025-10-26 15:02:30,2025-10-26 15:03:21,6,10,58,51,503,0
103D_1031_R1,103,inbound,Fort,1,2025-10-31 17:42:19,2025-10-31 17:43:32,12,9,66,73,627,1
171E_1028_R1,171,inbound,Koswatta,1,2025-10-28 16:56:00,2025-10-28 16:56:59,12,5,31,59,271,1
171H_1025_R1,171,inbound,Battaramulla,0,2025-10-25 14:15:49,2025-10-25 14:16:50,15,2,54,61,565,0
171C_1029_R1,171,inbound,Battaramulla,0,2025-10-29 17:02:23,2025-10-29 17:03:54,27,2,49,91,564,1
103B_1026_R2,103,inbound,Borella,0,2025-10-26 10:43:20,2025-10-26 10:44:17,12,3,39,57,506,0
103B_1025_R1,103,outbound,Punchi Borella,1,2025-10-25 07:38:13,2025-10-25 07:39:39,16,7,73,86,559,1
103J_1030_R1,103,inbound,Borella,0,2025-10-30 09:23:19,2025-10-30 09:24:01,9,4,13,42,308,0
103I_1025_R2,103,inbound,Borella,0,2025-10-25 16:05:38,2025-10-25 16:07:19,33,3,42,101,498,1
144G_1031_R1,144,inbound,Cotta Road,0,2025-10-31 06:17:51,2025-10-31 06:18:28,7,2,16,37,523,0
171A_1028_R2,171,inbound,Battaramulla,0,2025-10-28 16:11:42,2025-10-28 16:12:41,15,5,24,59,371,1
103E_1025_R1,103,outbound,Borella,0,2025-10-25 19:42:35,2025-10-25 19:43:13,7,4,51,38,461,0
171B_1026_R2,171,outbound,Punchi Borella,0,2025-10-26 12:30:47,2025-10-26 12:31:42,9,4,70,55,570,0
171H_1028_R2,171,outbound,Welikada,0,2025-10-28 08:48:35,2025-10-28 08:49:15,6,6,92,40,417,1
144A_1025_R2,144,outbound,Fort,1,2025-10-25 12:58:00,2025-10-25 12:58:55,11,2,41,55,629,0
144G_1027_R2,144,outbound,Punchi Borella,0,2025-10-27 19:16:45,2025-10-27 19:17:44,10,5,24,59,462,0
171F_1029_R1,171,inbound,Technical Junction,0,2025-10-29 10:17:57,2025-10-29 10:18:48,9,6,64,51,502,0
103J_1031_R2,103,outbound,Borella,0,2025-10-31 20:24:06,2025-10-31 20:25:06,8,10,43,60,302,0
171F_1030_R1,171,inbound,Pettah,0,2025-10-30 06:47:50,2025-10-30 06:48:37,3,8,46,47,499,0
103D_1025_R2,103,outbound,Borella,0,2025-10-25 19:59:24,2025-10-25 20:00:15,10,6,62,51,553,0
144C_1028_R2,144,outbound,Rajagiriya,1,2025-10-28 17:48:06,2025-10-28 17:49:09,7,13,56,63,344,1
171G_1025_R1,171,inbound,Borella,1,2025-10-25 18:14:20,2025-10-25 18:16:37,37,11,110,137,292,1
103A_1026_R2,103,outbound,Fort,1,2025-10-26 14:03:00,2025-10-26 14:03:33,8,2,28,33,394,0
171G_1027_R1,171,outbound,Technical Junction,0,2025-10-27 20:07:24,2025-10-27 20:08:15,10,3,43,51,382,0
171E_1027_R1,171,outbound,Technical Junction,0,2025-10-27 18:19:10,2025-10-27 18:20:15,12,8,27,65,416,1
171B_1031_R1,171,outbound,Welikada,0,2025-10-31 21:25:22,2025-10-31 21:26:14,8,5,78,52,503,0
144J_1026_R2,144,outbound,Rajagiriya,1,2025-10-26 11:13:00,2025-10-26 11:13:47,7,8,33,47,468,0
103C_1030_R1,103,inbound,Pettah,0,2025-10-30 06:19:07,2025-10-30 06:19:54,4,8,37,47,390,0
171J_1025_R2,171,outbound,Cotta Road,0,2025-10-25 08:29:01,2025-10-25 08:29:42,12,0,113,41,410,1
144B_1027_R2,144,inbound,Rajagiriya,1,2025-10-27 14:19:00,2025-10-27 14:19:38,6,2,21,38,504,0
103D_1029_R2,103,inbound,Narahenpita,1,2025-10-29 07:49:00,2025-10-29 07:50:15,18,4,33,75,466,1
103I_1028_R1,103,inbound,Narahenpita,1,2025-10-28 06:32:00,2025-10-28 06:32:42,9,3,31,42,504,0
171I_1027_R2,171,outbound,Fort,1,2025-10-27 17:16:00,2025-10-27 17:16:52,11,5,20,52,577,1
171G_1028_R2,171,outbound,Borella,1,2025-10-28 08:11:16,2025-10-28 08:12:39,13,11,81,83,378,1
171F_1026_R1,171,inbound,Battaramulla,0,2025-10-26 17:26:50,2025-10-26 17:27:48,16,3,46,58,256,1
144F_1026_R1,144,inbound,Cotta Road,0,2025-10-26 09:30:01,2025-10-26 09:30:55,10,4,28,54,534,0
171H_1025_R1,171,inbound,Koswatta,1,2025-10-25 14:13:00,2025-10-25 14:14:06,16,3,41,66,565,0
171H_1031_R1,171,inbound,Cotta Road,0,2025-10-31 10:49:33,2025-10-31 10:50:28,15,4,80,55,620,0
171B_1026_R1,171,inbound,Maradana,0,2025-10-26 17:01:07,2025-10-26 17:01:54,9,8,108,47,359,1
144G_1026_R2,144,inbound,Punchi Borella,1,2025-10-26 17:01:32,2025-10-26 17:03:03,21,8,53,91,541,1
171I_1027_R1,171,outbound,Fort,1,2025-10-27 07:28:00,2025-10-27 07:28:53,7,6,33,53,203,1
144B_1029_R1,144,outbound,Cotta Road,0,2025-10-29 19:24:02,2025-10-29 19:24:58,9,8,45,56,694,0
103J_1026_R1,103,inbound,Narahenpita,1,2025-10-26 17:02:00,2025-10-26 17:03:18,18,5,38,78,652,1
171E_1029_R1,171,outbound,Koswatta,1,2025-10-29 09:30:08,2025-10-29 09:30:50,7,2,104,42,376,0
171D_1025_R1,171,inbound,Technical Junction,0,2025-10-25 10:47:20,2025-10-25 10:48:04,5,5,62,44,586,0
103H_1029_R1,103,inbound,Narahenpita,1,2025-10-29 07:58:00,2025-10-29 07:58:53,15,0,25,53,550,1
103D_1029_R1,103,outbound,Fort,1,2025-10-29 14:49:00,2025-10-29 14:49:42,3,4,9,42,430,0
144F_1030_R2,144,inbound,Borella,0,2025-10-30 07:37:33,2025-10-30 07:39:02,23,3,52,89,532,1
171C_1026_R1,171,inbound,Fort,1,2025-10-26 07:07:58,2025-10-26 07:08:59,11,8,102,61,504,1
171E_1029_R1,171,inbound,Cotta Road,0,2025-10-29 07:58:20,2025-10-29 07:59:14,14,3,69,54,444,1
144G_1025_R1,144,inbound,Fort,1,2025-10-25 20:52:26,2025-10-25 20:53:19,10,5,41,53,266,0
103D_1028_R1,103,inbound,Narahenpita,1,2025-10-28 07:34:00,2025-10-28 07:34:44,13,0,53,44,429,1
103A_1031_R1,103,outbound,Narahenpita,1,2025-10-31 17:51:39,2025-10-31 17:52:37,5,9,51,58,741,1
103H_1026_R2,103,outbound,Pettah,0,2025-10-26 08:04:23,2025-10-26 08:05:30,18,3,33,67,478,1
103G_1026_R1,103,outbound,Pettah,0,2025-10-26 17:31:06,2025-10-26 17:32:32,25,3,62,86,559,1
144H_1029_R2,144,outbound,Maradana,0,2025-10-29 07:38:08,2025-10-29 07:39:34,25,3,29,86,376,1
103C_1030_R1,103,inbound,Narahenpita,1,2025-10-30 06:04:00,2025-10-30 06:04:56,12,2,36,56,390,0
144B_1027_R1,144,inbound,Fort,1,2025-10-27 18:21:38,2025-10-27 18:22:33,6,9,35,55,505,1
171I_1025_R2,171,outbound,Fort,1,2025-10-25 12:24:00,2025-10-25 12:24:48,10,1,12,48,196,0
103G_1030_R2,103,inbound,Borella,0,2025-10-30 07:34:28,2025-10-30 07:35:19,15,3,21,51,507,1
103D_1030_R1,103,outbound,Maradana,0,2025-10-30 19:01:51,2025-10-30 19:02:42,14,3,63,51,393,0
103J_1025_R2,103,outbound,Fort,1,2025-10-25 20:38:00,2025-10-25 20:38:53,13,0,27,53,414,0
103D_1030_R1,103,inbound,Narahenpita,1,2025-10-30 16:39:00,2025-10-30 16:40:13,12,8,31,73,399,1
103H_1027_R1,103,outbound,Borella,0,2025-10-27 08:16:32,2025-10-27 08:17:35,8,9,46,63,642,1
171H_1026_R1,171,outbound,Rajagiriya,0,2025-10-26 09:26:14,2025-10-26 09:26:54,2,4,72,40,514,0
171A_1028_R1,171,outbound,Battaramulla,0,2025-10-28 17:40:16,2025-10-28 17:41:21,10,13,101,65,617,1
103C_1028_R1,103,inbound,Borella,0,2025-10-28 10:27:43,2025-10-28 10:28:43,10,4,22,60,604,0
144G_1030_R1,144,outbound,Cotta Road,0,2025-10-30 19:37:44,2025-10-30 19:38:38,8,8,50,54,569,0
171G_1025_R1,171,inbound,Battaramulla,0,2025-10-25 17:52:25,2025-10-25 17:53:38,20,3,50,73,292,1
144I_1025_R1,144,inbound,Cotta Road,0,2025-10-25 07:22:27,2025-10-25 07:23:46,18,3,59,79,441,1
144I_1025_R1,144,outbound,Rajagiriya,1,2025-10-25 09:22:33,2025-10-25 09:23:14,8,6,45,41,248,0
171I_1028_R1,171,outbound,Cotta Road,0,2025-10-28 12:49:37,2025-10-28 12:50:40,6,12,53,63,366,0
171E_1029_R1,171,inbound,Battaramulla,0,2025-10-29 07:45:35,2025-10-29 07:46:35,15,4,36,60,444,1
144H_1027_R2,144,inbound,Rajagiriya,1,2025-10-27 09:50:00,2025-10-27 09:50:52,12,2,22,52,501,0
144E_1027_R1,144,inbound,Borella,0,2025-10-27 09:06:58,2025-10-27 09:07:59,13,5,50,61,397,0
171E_1027_R1,171,outbound,Welikada,0,2025-10-27 18:46:15,2025-10-27 18:47:12,5,9,69,57,416,1
103B_1026_R1,103,outbound,Borella,0,2025-10-26 07:43:38,2025-10-26 07:44:31,11,4,66,53,523,1
144I_1028_R1,144,outbound,Fort,1,2025-10-28 06:18:00,2025-10-28 06:19:02,12,5,18,62,488,0
171D_1029_R1,171,outbound,Cotta Road,0,2025-10-29 07:30:07,2025-10-29 07:31:15,8,9,87,68,722,1
171J_1030_R1,171,inbound,Rajagiriya,0,2025-10-30 10:34:55,2025-10-30 10:35:41,9,5,56,46,228,0
171D_1028_R1,171,outbound,Rajagiriya,0,2025-10-28 09:10:38,2025-10-28 09:11:19,5,4,79,41,456,0
103G_1028_R1,103,outbound,Punchi Borella,1,2025-10-28 16:43:17,2025-10-28 16:44:54,23,10,80,97,289,1
171I_1031_R1,171,outbound,Technical Junction,0,2025-10-31 07:19:25,2025-10-31 07:20:40,17,6,42,75,397,1
144J_1027_R1,144,outbound,Cotta Road,0,2025-10-27 09:32:48,2025-10-27 09:33:34,8,9,48,46,716,0
103H_1025_R1,103,inbound,Narahenpita,1,2025-10-25 09:12:00,2025-10-25 09:13:00,14,4,36,60,524,0
103E_1026_R1,103,outbound,Borella,0,2025-10-26 13:18:17,2025-10-26 13:19:12,8,7,43,55,557,0
171B_1029_R2,171,inbound,Borella,1,2025-10-29 13:06:33,2025-10-29 13:07:37,13,8,75,64,360,0
171A_1029_R1,171,outbound,Technical Junction,0,2025-10-29 18:21:51,2025-10-29 18:23:33,24,6,80,102,440,1
171D_1025_R1,171,outbound,Borella,1,2025-10-25 08:55:58,2025-10-25 08:57:48,27,8,99,110,536,1
144G_1030_R1,144,inbound,Fort,1,2025-10-30 09:01:21,2025-10-30 09:02:21,8,9,27,60,471,0
103I_1025_R1,103,outbound,Pettah,0,2025-10-25 19:16:13,2025-10-25 19:17:25,18,5,41,72,467,0
171J_1031_R1,171,outbound,Welikada,0,2025-10-31 12:42:48,2025-10-31 12:43:39,4,6,66,51,522,0
144C_1027_R2,144,inbound,Punchi Borella,1,2025-10-27 08:07:57,2025-10-27 08:09:20,20,7,77,83,424,1
103E_1030_R2,103,outbound,Punchi Borella,1,2025-10-30 16:55:18,2025-10-30 16:56:21,11,10,57,63,587,1
103E_1027_R1,103,inbound,Fort,1,2025-10-27 11:07:03,2025-10-27 11:07:45,1,8,38,42,565,0
171B_1029_R1,171,inbound,Fort,1,2025-10-29 08:19:37,2025-10-29 08:20:42,10,6,86,65,378,1
144F_1027_R1,144,inbound,Cotta Road,0,2025-10-27 08:58:40,2025-10-27 08:59:39,14,5,28,59,467,1
171C_1030_R1,171,outbound,Borella,1,2025-10-30 08:59:44,2025-10-30 09:01:09,19,9,86,85,577,1
103J_1031_R1,103,inbound,Maradana,1,2025-10-31 16:56:29,2025-10-31 16:57:44,14,10,48,75,485,1
103J_1026_R2,103,outbound,Maradana,0,2025-10-26 10:26:29,2025-10-26 10:27:08,6,1,37,39,443,0
103A_1026_R2,103,outbound,Borella,0,2025-10-26 14:21:22,2025-10-26 14:22:18,9,9,49,56,394,0
144F_1029_R1,144,inbound,Maradana,0,2025-10-29 19:27:11,2025-10-29 19:28:02,5,6,38,51,385,0
144H_1027_R1,144,inbound,Cotta Road,0,2025-10-27 18:34:10,2025-10-27 18:35:09,12,4,36,59,280,1
103G_1025_R1,103,inbound,Fort,1,2025-10-25 12:58:47,2025-10-25 12:59:12,2,4,56,25,356,0
171B_1029_R1,171,inbound,Borella,1,2025-10-29 07:51:01,2025-10-29 07:52:53,26,14,74,112,378,1
144I_1025_R1,144,inbound,Rajagiriya,1,2025-10-25 07:15:00,2025-10-25 07:16:10,16,2,44,70,441,1
103H_1027_R1,103,outbound,Punchi Borella,1,2025-10-27 08:12:47,2025-10-27 08:13:45,13,6,47,58,642,1
103C_1025_R2,103,outbound,Borella,0,2025-10-25 17:44:05,2025-10-25 17:45:35,16,10,72,90,399,1
171F_1031_R1,171,inbound,Koswatta,1,2025-10-31 20:44:00,2025-10-31 20:44:51,11,3,19,51,377,0
171I_1025_R2,171,outbound,Borella,1,2025-10-25 12:46:44,2025-10-25 12:47:51,17,6,37,67,196,0
144G_1025_R2,144,inbound,Punchi Borella,1,2025-10-25 07:13:27,2025-10-25 07:14:47,18,6,64,80,549,1
171D_1027_R2,171,inbound,Maradana,0,2025-10-27 10:57:23,2025-10-27 10:58:03,9,4,75,40,438,0
171J_1029_R1,171,outbound,Rajagiriya,0,2025-10-29 17:16:16,2025-10-29 17:16:59,9,5,73,43,493,1
171G_1031_R1,171,inbound,Welikada,0,2025-10-31 16:10:56,2025-10-31 16:12:22,21,4,50,86,650,1
144G_1025_R1,144,inbound,Cotta Road,0,2025-10-25 20:33:01,2025-10-25 20:33:50,10,4,34,49,266,0
103B_1026_R1,103,inbound,Borella,0,2025-10-26 18:51:15,2025-10-26 18:52:32,16,6,47,77,452,1
103G_1028_R1,103,inbound,Maradana,1,2025-10-28 07:23:12,2025-10-28 07:24:34,20,7,63,82,439,1
103B_1029_R1,103,inbound,Borella,0,2025-10-29 06:50:12,2025-10-29 06:51:03,10,5,21,51,545,0
171B_1025_R1,171,inbound,Maradana,0,2025-10-25 17:01:58,2025-10-25 17:03:03,8,9,104,65,345,1
103J_1027_R1,103,inbound,Maradana,1,2025-10-27 20:50:18,2025-10-27 20:51:03,7,3,47,45,473,0
144C_1029_R1,144,inbound,Borella,0,2025-10-29 17:10:43,2025-10-29 17:11:44,14,4,57,61,529,1
171C_1028_R1,171,inbound,Technical Junction,0,2025-10-28 08:46:16,2025-10-28 08:47:09,9,8,78,53,402,1
144J_1028_R1,144,outbound,Punchi Borella,0,2025-10-28 18:05:08,2025-10-28 18:06:22,13,7,34,74,486,1
144G_1025_R2,144,inbound,Rajagiriya,1,2025-10-25 07:00:00,2025-10-25 07:00:43,11,3,33,43,549,1
103B_1025_R2,103,inbound,Maradana,1,2025-10-25 08:03:20,2025-10-25 08:04:41,20,6,53,81,593,1
144I_1026_R1,144,inbound,Punchi Borella,1,2025-10-26 09:37:30,2025-10-26 09:38:02,5,3,38,32,588,0
171H_1026_R1,171,outbound,Cotta Road,0,2025-10-26 09:19:52,2025-10-26 09:20:50,8,9,74,58,514,0
103J_1031_R1,103,inbound,Pettah,0,2025-10-31 17:01:02,2025-10-31 17:01:57,12,6,54,55,485,1
103F_1031_R2,103,inbound,Maradana,1,2025-10-31 19:17:20,2025-10-31 19:18:40,13,8,42,80,566,0
171A_1026_R1,171,inbound,Battaramulla,0,2025-10-26 15:04:35,2025-10-26 15:05:15,8,2,30,40,423,0
171A_1031_R1,171,outbound,Welikada,0,2025-10-31 07:17:37,2025-10-31 07:18:28,10,5,95,51,541,1
144B_1030_R1,144,outbound,Fort,1,2025-10-30 09:10:00,2025-10-30 09:10:40,8,4,30,40,679,0
171F_1025_R1,171,outbound,Maradana,0,2025-10-25 18:28:10,2025-10-25 18:29:00,8,6,39,50,569,1
171G_1030_R2,171,outbound,Welikada,0,2025-10-30 13:39:26,2025-10-30 13:40:21,7,9,58,55,525,0
171D_1027_R2,171,inbound,Rajagiriya,0,2025-10-27 10:36:39,2025-10-27 10:37:20,8,4,51,41,438,0
103E_1027_R2,103,outbound,Pettah,0,2025-10-27 18:12:30,2025-10-27 18:13:08,11,1,40,38,678,1
103A_1031_R2,103,outbound,Narahenpita,1,2025-10-31 16:51:38,2025-10-31 16:52:08,6,3,25,30,530,1
171E_1028_R1,171,outbound,Koswatta,1,2025-10-28 10:06:53,2025-10-28 10:07:59,8,8,32,66,456,0
103E_1028_R1,103,outbound,Fort,1,2025-10-28 10:40:00,2025-10-28 10:40:37,4,4,24,37,671,0
171C_1026_R1,171,outbound,Welikada,0,2025-10-26 08:33:56,2025-10-26 08:34:46,10,4,56,50,471,1
103F_1029_R1,103,inbound,Pettah,0,2025-10-29 14:20:23,2025-10-29 14:21:00,4,6,44,37,523,0
144D_1028_R1,144,inbound,Maradana,0,2025-10-28 10:57:54,2025-10-28 10:58:58,8,8,40,64,571,0
144A_1027_R1,144,outbound,Punchi Borella,0,2025-10-27 18:40:43,2025-10-27 18:41:40,12,6,37,57,545,1
171A_1027_R1,171,inbound,Fort,1,2025-10-27 09:47:47,2025-10-27 09:48:39,5,11,38,52,524,0
103G_1025_R1,103,outbound,Borella,0,2025-10-25 18:20:52,2025-10-25 18:22:04,12,6,34,72,233,1
144D_1028_R2,144,inbound,Borella,0,2025-10-28 08:25:32,2025-10-28 08:26:29,13,4,44,57,362,1
171G_1028_R1,171,outbound,Fort,1,2025-10-28 10:08:00,2025-10-28 10:08:29,0,4,20,29,363,0
144F_1028_R1,144,outbound,Cotta Road,0,2025-10-28 17:19:55,2025-10-28 17:20:53,5,10,59,58,553,1
144E_1026_R2,144,outbound,Maradana,0,2025-10-26 06:54:27,2025-10-26 06:55:24,16,3,39,57,443,0
171G_1027_R2,171,inbound,Technical Junction,0,2025-10-27 08:43:25,2025-10-27 08:44:06,4,8,79,41,450,1
103F_1029_R2,103,outbound,Maradana,0,2025-10-29 07:02:01,2025-10-29 07:02:56,16,0,39,55,497,1
103F_1028_R1,103,inbound,Punchi Borella,0,2025-10-28 19:53:13,2025-10-28 19:54:06,13,5,35,53,240,0
171F_1028_R1,171,inbound,Welikada,0,2025-10-28 10:58:42,2025-10-28 10:59:53,14,6,55,71,337,0
171B_1028_R2,171,inbound,Maradana,0,2025-10-28 10:44:03,2025-10-28 10:44:48,7,5,58,45,700,0
144A_1031_R1,144,inbound,Borella,0,2025-10-31 17:50:49,2025-10-31 17:51:36,7,7,46,47,591,1
171I_1029_R1,171,inbound,Rajagiriya,0,2025-10-29 18:08:19,2025-10-29 18:09:36,16,5,108,77,490,1
171B_1030_R1,171,inbound,Maradana,0,2025-10-30 20:01:49,2025-10-30 20:02:32,5,5,61,43,546,0
144C_1029_R1,144,outbound,Maradana,0,2025-10-29 10:53:43,2025-10-29 10:54:52,14,7,30,69,578,0
103H_1030_R1,103,inbound,Borella,0,2025-10-30 19:21:29,2025-10-30 19:22:12,8,3,8,43,385,0
103D_1029_R1,103,outbound,Narahenpita,1,2025-10-29 15:16:26,2025-10-29 15:17:22,7,9,20,56,430,0
171I_1027_R1,171,inbound,Technical Junction,0,2025-10-27 19:08:26,2025-10-27 19:08:57,4,7,70,31,417,0
144A_1031_R2,144,inbound,Fort,1,2025-10-31 16:40:00,2025-10-31 16:40:45,5,6,60,45,450,1
171D_1027_R1,171,inbound,Borella,1,2025-10-27 16:53:37,2025-10-27 16:54:36,11,7,81,59,668,1
171B_1026_R2,171,inbound,Cotta Road,0,2025-10-26 16:52:23,2025-10-26 16:53:37,21,2,81,74,467,1
103F_1031_R2,103,inbound,Borella,0,2025-10-31 19:07:58,2025-10-31 19:08:42,11,3,29,44,566,0
171E_1031_R2,171,outbound,Welikada,0,2025-10-31 09:33:22,2025-10-31 09:34:13,8,7,96,51,559,0
103H_1029_R1,103,inbound,Maradana,1,2025-10-29 08:09:44,2025-10-29 08:11:16,25,7,62,92,550,1
103G_1030_R2,103,inbound,Narahenpita,1,2025-10-30 07:29:00,2025-10-30 07:29:37,9,0,9,37,507,1
171B_1031_R2,171,inbound,Borella,1,2025-10-31 08:15:36,2025-10-31 08:16:45,15,7,54,69,376,1
171D_1029_R1,171,outbound,Maradana,0,2025-10-29 07:12:22,2025-10-29 07:13:38,24,3,62,76,722,1
103B_1029_R2,103,outbound,Borella,0,2025-10-29 18:41:35,2025-10-29 18:42:30,10,7,47,55,472,1
171F_1029_R1,171,outbound,Maradana,0,2025-10-29 16:23:55,2025-10-29 16:24:37,5,3,29,42,566,1
171C_1029_R1,171,outbound,Rajagiriya,0,2025-10-29 08:06:27,2025-10-29 08:07:37,8,10,75,70,596,1
144J_1026_R1,144,inbound,Cotta Road,0,2025-10-26 08:55:06,2025-10-26 08:56:11,16,2,38,65,520,1
171A_1025_R2,171,inbound,Battaramulla,0,2025-10-25 19:49:41,2025-10-25 19:50:38,10,3,35,57,453,0
144B_1026_R2,144,inbound,Borella,0,2025-10-26 07:25:06,2025-10-26 07:26:12,13,2,44,66,424,1
171E_1027_R1,171,inbound,Koswatta,1,2025-10-27 07:12:00,2025-10-27 07:12:52,11,8,11,52,532,1
171A_1030_R1,171,inbound,Technical Junction,0,2025-10-30 07:11:21,2025-10-30 07:12:12,6,9,67,51,655,1
144H_1026_R2,144,outbound,Maradana,0,2025-10-26 07:22:05,2025-10-26 07:22:53,10,4,56,48,436,1
103F_1030_R1,103,outbound,Maradana,0,2025-10-30 14:28:56,2025-10-30 14:29:51,13,4,34,55,758,0
144A_1028_R2,144,outbound,Maradana,0,2025-10-28 20:02:19,2025-10-28 20:03:22,16,4,33,63,492,0
144C_1029_R1,144,inbound,Rajagiriya,1,2025-10-29 17:03:00,2025-10-29 17:04:00,16,3,39,60,529,1
171I_1026_R1,171,outbound,Borella,1,2025-10-26 09:43:55,2025-10-26 09:44:43,9,4,78,48,476,0
171C_1029_R2,171,outbound,Pettah,0,2025-10-29 06:59:02,2025-10-29 06:59:59,10,4,33,57,514,0
171D_1030_R1,171,outbound,Welikada,0,2025-10-30 19:30:54,2025-10-30 19:31:46,7,6,76,52,343,0
171B_1026_R2,171,inbound,Pettah,0,2025-10-26 17:18:06,2025-10-26 17:19:02,10,6,91,56,467,1
103F_1026_R1,103,inbound,Narahenpita,1,2025-10-26 18:13:00,2025-10-26 18:14:18,18,3,34,78,245,1
103D_1028_R1,103,outbound,Borella,0,2025-10-28 21:12:07,2025-10-28 21:12:36,5,3,52,29,428,0
103F_1031_R1,103,inbound,Narahenpita,1,2025-10-31 17:06:00,2025-10-31 17:06:45,9,2,16,45,489,1
103G_1028_R2,103,inbound,Maradana,1,2025-10-28 09:32:55,2025-10-28 09:34:06,15,4,70,71,423,0
144E_1030_R1,144,outbound,Rajagiriya,1,2025-10-30 10:40:15,2025-10-30 10:40:54,6,2,58,39,626,0
171E_1031_R2,171,inbound,Battaramulla,0,2025-10-31 14:20:49,2025-10-31 14:21:25,5,4,34,36,586,0
171D_1031_R2,171,outbound,Rajagiriya,0,2025-10-31 11:31:23,2025-10-31 11:31:58,8,8,62,35,363,0
103C_1026_R1,103,inbound,Maradana,1,2025-10-26 07:24:09,2025-10-26 07:25:11,18,3,75,62,624,1
171J_1030_R1,171,outbound,Welikada,0,2025-10-30 16:49:34,2025-10-30 16:49:59,8,3,56,25,599,1
144B_1026_R1,144,outbound,Cotta Road,0,2025-10-26 08:54:47,2025-10-26 08:55:52,13,8,61,65,488,1
144H_1025_R2,144,inbound,Fort,1,2025-10-25 10:55:24,2025-10-25 10:56:24,5,12,38,60,402,0
103A_1031_R2,103,outbound,Punchi Borella,1,2025-10-31 16:43:52,2025-10-31 16:44:57,7,9,26,65,530,1
171E_1031_R2,171,outbound,Koswatta,1,2025-10-31 09:40:53,2025-10-31 09:41:51,4,8,93,58,559,0
103C_1027_R1,103,inbound,Maradana,1,2025-10-27 12:54:45,2025-10-27 12:56:04,12,6,30,79,472,0
103E_1031_R1,103,outbound,Pettah,0,2025-10-31 06:55:55,2025-10-31 06:56:40,11,2,23,45,436,0
144G_1028_R1,144,inbound,Punchi Borella,1,2025-10-28 10:11:52,2025-10-28 10:12:22,3,6,38,30,404,0
103E_1025_R1,103,outbound,Maradana,0,2025-10-25 19:31:53,2025-10-25 19:32:32,8,2,41,39,461,0
144G_1030_R2,144,outbound,Maradana,0,2025-10-30 06:51:05,2025-10-30 06:51:59,11,2,22,54,311,0
